"","add_to_cart_order","reordered","order_number","order_dow","order_hour_of_day","days_since_prior_order","aisle_id","department_id"
"23822",1,1,4,1,15,14,24,4
"23823",8,1,10,0,15,22,24,4
"23824",4,1,7,0,16,7,24,4
"23825",2,1,13,3,9,6,24,4
"23826",8,1,5,0,10,30,24,4
"23827",1,1,54,4,11,8,24,4
"23828",2,1,17,6,11,7,24,4
"23829",4,1,100,4,8,3,24,4
"23830",4,1,29,2,13,4,24,4
"23831",6,1,15,6,9,14,24,4
"23832",6,1,31,0,15,7,24,4
"23833",30,1,56,5,11,27,24,4
"23834",17,0,26,4,17,17,24,4
"23835",4,1,48,6,19,7,24,4
"23836",4,1,30,5,6,6,24,4
"23837",1,1,4,5,17,30,24,4
"23838",6,1,62,4,14,3,24,4
"23839",2,1,6,2,10,7,24,4
"23840",4,1,57,2,23,4,24,4
"23841",1,1,4,5,14,5,24,4
"23842",8,0,5,5,16,30,24,4
"23843",1,1,27,0,16,21,24,4
"23844",3,0,19,4,18,19,24,4
"23845",1,1,64,4,14,4,24,4
"23846",1,1,8,3,20,8,24,4
"23847",2,1,22,2,10,18,24,4
"23848",1,1,4,6,15,30,24,4
"23849",1,1,15,2,16,10,24,4
"23850",7,1,9,1,14,26,24,4
"23851",1,1,11,6,12,7,24,4
"23852",10,1,5,0,0,30,24,4
"23853",5,1,18,5,19,5,24,4
"23854",2,1,14,6,14,15,24,4
"23855",3,1,5,0,14,8,24,4
"23856",6,1,9,3,23,23,24,4
"23857",2,1,9,4,18,22,24,4
"23858",2,1,8,6,2,30,24,4
"23859",2,1,55,0,12,3,24,4
"23860",4,1,13,1,8,26,24,4
"23861",5,1,63,0,11,2,24,4
"23862",1,1,45,4,17,12,24,4
"23863",1,1,24,4,8,7,24,4
"23864",2,1,38,5,10,9,24,4
"23865",1,1,7,0,19,30,24,4
"23866",3,1,56,0,15,6,24,4
"23867",11,0,44,1,10,5,24,4
"23868",1,0,6,4,13,17,24,4
"23869",1,0,8,1,13,11,24,4
"23870",2,1,9,0,21,1,24,4
"23871",1,1,64,2,14,7,24,4
"23872",1,1,42,0,17,5,24,4
"23873",3,0,20,1,13,15,24,4
"23874",10,1,29,3,11,20,24,4
"23875",2,1,8,2,19,21,24,4
"23876",11,0,4,5,13,11,24,4
"23877",1,1,47,5,20,7,24,4
"23878",5,1,32,1,14,11,24,4
"23879",1,1,5,6,16,6,24,4
"23880",3,1,6,5,11,13,24,4
"23881",1,1,14,1,19,4,24,4
"23882",1,1,15,3,18,14,24,4
"23883",7,1,45,1,15,7,24,4
"23884",3,1,24,0,15,30,24,4
"23885",1,1,8,4,19,23,24,4
"23886",4,0,6,1,18,26,24,4
"23887",2,1,34,4,19,3,24,4
"23888",6,1,15,2,16,3,24,4
"23889",1,1,10,3,13,5,24,4
"23890",13,0,44,2,14,7,24,4
"23891",9,0,12,0,10,13,24,4
"23892",1,1,68,5,12,4,24,4
"23893",1,1,9,1,9,6,24,4
"23894",2,1,11,4,14,30,24,4
"23895",3,1,4,5,6,30,24,4
"23896",3,1,9,1,14,30,24,4
"23897",1,1,11,0,15,13,24,4
"23898",1,1,14,0,15,13,24,4
"23899",1,1,19,4,10,6,24,4
"23900",3,1,7,2,17,19,24,4
"23901",5,1,5,2,12,10,24,4
"23902",2,1,32,6,21,14,24,4
"23903",6,1,29,4,17,6,24,4
"23904",3,1,68,2,13,6,24,4
"23905",1,1,33,0,10,12,24,4
"23906",2,1,19,6,21,8,24,4
"23907",6,0,4,6,14,30,24,4
"23908",3,1,18,1,15,30,24,4
"23909",2,1,6,3,19,7,24,4
"23910",3,1,4,2,14,6,24,4
"23911",6,1,15,2,9,8,24,4
"23912",2,1,25,4,13,9,24,4
"23913",2,1,23,2,12,13,24,4
"23914",3,1,11,6,7,23,24,4
"23915",4,1,64,5,16,4,24,4
"23916",4,1,57,6,1,7,24,4
"23917",1,1,48,4,13,9,24,4
"23918",1,1,25,2,10,8,24,4
"23919",1,1,6,0,17,28,24,4
"23920",4,1,15,1,11,19,24,4
"23921",5,1,68,0,20,4,24,4
"23922",1,1,12,0,10,4,24,4
"23923",8,1,4,2,13,30,24,4
"23924",1,1,8,1,16,8,24,4
"23925",1,1,11,1,15,30,24,4
"23926",2,1,5,4,16,30,24,4
"23927",5,1,4,3,16,19,24,4
"23928",3,1,5,6,11,30,24,4
"23929",3,1,48,6,10,5,24,4
"23930",5,0,8,4,19,26,24,4
"23931",11,1,28,1,18,7,24,4
"23932",6,1,15,2,20,29,24,4
"23933",16,0,6,1,9,30,24,4
"23934",17,1,9,6,23,26,24,4
"23935",3,1,4,5,15,30,24,4
"23936",12,0,4,4,14,2,24,4
"23937",2,1,25,2,13,19,24,4
"23938",3,1,71,2,11,7,24,4
"23939",1,1,41,2,9,8,24,4
"23940",5,1,4,4,11,30,24,4
"23941",1,1,16,1,22,29,24,4
"23942",4,1,25,2,18,12,24,4
"23943",3,1,4,1,16,21,24,4
"23944",5,1,10,2,11,30,24,4
"23945",4,1,24,0,16,30,24,4
"23946",5,1,8,6,7,6,24,4
"23947",1,1,15,2,9,11,24,4
"23948",2,1,15,1,17,5,24,4
"23949",2,1,7,4,11,18,24,4
"23950",4,1,26,1,12,7,24,4
"23951",33,0,11,1,9,30,24,4
"23952",2,1,37,5,11,25,24,4
"23953",1,1,13,6,16,30,24,4
"23954",2,1,100,4,6,2,24,4
"23955",2,1,17,0,16,6,24,4
"23956",12,1,15,0,13,23,24,4
"23957",2,1,9,0,17,26,24,4
"23958",5,1,5,0,17,7,24,4
"23959",11,1,19,2,15,30,24,4
"23960",4,1,22,1,16,3,24,4
"23961",23,1,31,5,13,11,24,4
"23962",1,1,28,1,11,6,24,4
"23963",10,1,7,6,8,30,24,4
"23964",13,1,10,2,9,30,24,4
"23965",2,1,14,4,14,19,24,4
"23966",2,1,22,0,9,15,24,4
"23967",4,0,11,4,15,12,24,4
"23968",1,1,4,1,16,30,24,4
"23969",1,1,5,6,15,5,24,4
"23970",10,1,71,6,6,6,24,4
"23971",3,1,4,0,15,3,24,4
"23972",4,1,84,6,11,1,24,4
"23973",1,1,8,1,18,30,24,4
"23974",2,1,6,2,14,30,24,4
"23975",15,0,17,2,12,13,24,4
"23976",1,1,11,1,10,6,24,4
"23977",1,1,48,1,14,7,24,4
"23978",1,1,6,6,10,14,24,4
"23979",1,1,5,6,15,5,24,4
"23980",1,1,14,2,14,30,24,4
"23981",2,1,23,6,10,9,24,4
"23982",2,1,28,0,12,29,24,4
"23983",2,1,14,2,14,9,24,4
"23984",2,0,7,5,14,30,24,4
"23985",6,1,63,3,18,3,24,4
"23986",9,0,7,0,15,24,24,4
"23987",3,0,4,0,16,22,24,4
"23988",4,1,4,1,19,30,24,4
"23989",10,1,5,3,16,8,24,4
"23990",1,1,15,0,14,30,24,4
"23991",1,1,63,4,9,7,24,4
"23992",2,1,10,4,19,20,24,4
"23993",1,1,10,0,14,6,24,4
"23994",2,0,14,0,9,30,24,4
"23995",4,1,7,0,21,19,24,4
"23996",13,0,9,2,10,27,24,4
"23997",3,0,6,6,18,17,24,4
"23998",1,1,14,6,11,13,24,4
"23999",15,1,4,1,16,14,24,4
"24000",4,1,16,0,10,21,24,4
"24001",17,1,36,0,13,13,24,4
"24002",2,0,5,3,19,5,24,4
"24003",2,1,45,6,14,13,24,4
"24004",4,1,9,0,14,7,24,4
"24005",8,1,11,1,15,3,24,4
"24006",3,1,4,4,11,3,24,4
"24007",1,1,12,2,18,13,24,4
"24008",3,1,10,0,17,27,24,4
"24009",8,1,12,1,20,7,24,4
"24010",3,1,17,1,19,30,24,4
"24011",1,1,4,0,8,23,24,4
"24012",3,1,28,0,12,8,24,4
"24013",6,1,8,1,14,14,24,4
"24014",3,0,17,0,15,30,24,4
"24015",1,1,12,1,13,14,24,4
"24016",15,0,9,6,13,30,24,4
"24017",3,0,11,0,11,13,24,4
"24018",12,0,5,6,13,30,24,4
"24019",1,1,6,0,7,16,24,4
"24020",43,1,5,1,10,30,24,4
"24021",3,0,12,2,17,30,24,4
"24022",2,0,13,0,19,23,24,4
"24023",3,0,4,6,15,18,24,4
"24024",2,1,14,2,10,8,24,4
"24025",4,1,10,4,17,13,24,4
"24026",8,1,11,4,12,30,24,4
"24027",3,1,4,1,9,10,24,4
"24028",2,1,8,3,18,27,24,4
"24029",1,1,7,0,11,4,24,4
"24030",1,1,25,0,13,30,24,4
"24031",1,0,15,0,12,7,24,4
"24032",4,1,8,5,19,20,24,4
"24033",2,1,10,0,13,30,24,4
"24034",18,1,13,6,17,30,24,4
"24035",4,0,18,0,8,22,24,4
"24036",1,1,7,6,20,10,24,4
"24037",4,1,24,5,18,30,24,4
"24038",3,0,4,5,14,29,24,4
"24039",3,1,7,0,13,22,24,4
"24040",5,1,66,6,16,3,24,4
"24041",15,1,19,6,19,5,24,4
"24042",1,1,53,6,11,6,24,4
"24043",16,1,27,3,17,11,24,4
"24044",4,1,8,6,19,19,24,4
"24045",2,1,100,5,13,1,24,4
"24046",2,1,34,2,17,11,24,4
"24047",1,1,6,3,18,12,24,4
"24048",2,1,16,6,11,9,24,4
"24049",2,1,39,0,10,8,24,4
"24050",4,1,7,0,8,6,24,4
"24051",7,0,9,4,8,5,24,4
"24052",3,1,18,6,19,3,24,4
"24053",2,1,65,3,8,3,24,4
"24054",9,1,22,0,16,7,24,4
"24055",8,1,76,0,10,4,24,4
"24056",34,1,16,2,11,0,24,4
"24057",4,1,32,0,9,9,24,4
"24058",4,1,17,5,17,5,24,4
"24059",8,1,9,0,23,15,24,4
"24060",1,1,89,5,7,2,24,4
"24061",5,1,35,3,16,24,24,4
"24062",1,1,5,3,14,30,24,4
"24063",1,1,6,4,10,30,24,4
"24064",1,1,6,3,16,23,24,4
"24065",21,1,4,6,15,30,24,4
"24066",29,1,12,1,14,30,24,4
"24067",1,0,15,0,17,6,24,4
"24068",1,1,64,2,11,6,24,4
"24069",2,1,48,0,16,2,24,4
"24070",5,1,50,1,10,10,24,4
"24071",2,1,12,3,16,30,24,4
"24072",6,1,15,0,8,30,24,4
"24073",6,1,32,6,17,2,24,4
"24074",1,1,25,2,12,13,24,4
"24075",13,1,22,2,16,6,24,4
"24076",1,1,46,1,21,4,24,4
"24077",12,1,9,5,10,5,24,4
"24078",2,1,31,3,17,4,24,4
"24079",2,1,7,5,11,30,24,4
"24080",5,0,9,5,14,30,24,4
"24081",5,1,34,5,17,30,24,4
"24082",4,1,12,2,22,14,24,4
"24083",2,1,16,3,8,8,24,4
"24084",5,1,45,3,17,28,24,4
"24085",2,1,5,1,10,20,24,4
"24086",1,1,6,6,1,11,24,4
"24087",2,1,5,0,22,14,24,4
"24088",1,1,33,5,13,8,24,4
"24089",4,1,9,0,18,14,24,4
"24090",8,0,4,0,11,30,24,4
"24091",2,1,15,0,17,14,24,4
"24092",1,1,32,3,8,30,24,4
"24093",1,1,98,0,17,4,24,4
"24094",8,1,95,5,9,7,24,4
"24095",5,1,5,5,17,8,24,4
"24096",4,1,5,0,23,30,24,4
"24097",5,1,22,0,16,8,24,4
"24098",10,0,9,3,11,16,24,4
"24099",4,1,27,5,16,8,24,4
"24100",1,1,12,6,11,30,24,4
"24101",6,1,30,1,9,7,24,4
"24102",2,1,57,3,16,8,24,4
"24103",1,1,14,2,17,29,24,4
"24104",15,1,10,4,19,9,24,4
"24105",3,0,9,2,17,6,24,4
"24106",2,1,35,0,10,14,24,4
"24107",3,1,20,6,15,8,24,4
"24108",1,1,9,4,20,7,24,4
"24109",2,1,65,1,8,7,24,4
"24110",5,0,5,5,16,6,24,4
"24111",3,1,4,5,12,25,24,4
"24112",13,1,52,2,11,7,24,4
"24113",2,1,7,6,11,12,24,4
"24114",3,1,5,0,19,7,24,4
"24115",31,1,5,0,16,30,24,4
"24116",3,1,4,3,7,12,24,4
"24117",6,1,32,2,15,11,24,4
"24118",1,1,25,0,13,20,24,4
"24119",6,1,9,2,16,14,24,4
"24120",2,1,9,1,16,12,24,4
"24121",4,1,9,4,12,3,24,4
"24122",4,1,22,0,14,5,24,4
"24123",2,1,11,0,21,4,24,4
"24124",4,1,43,1,11,20,24,4
"24125",1,1,6,5,17,15,24,4
"24126",5,1,7,0,10,21,24,4
"24127",4,1,10,3,8,12,24,4
"24128",2,1,23,2,13,8,24,4
"24129",1,1,5,4,7,10,24,4
"24130",7,0,15,4,15,17,24,4
"24131",1,1,39,6,16,17,24,4
"24132",4,1,5,6,9,5,24,4
"24133",3,1,5,2,15,30,24,4
"24134",1,1,5,2,16,12,24,4
"24135",4,1,12,0,16,30,24,4
"24136",1,1,4,5,17,30,24,4
"24137",3,1,30,6,9,15,24,4
"24138",1,1,12,6,12,7,24,4
"24139",6,1,76,5,14,3,24,4
"24140",2,0,5,0,15,21,24,4
"24141",12,0,12,2,18,16,24,4
"24142",2,1,36,3,16,6,24,4
"24143",3,0,39,1,10,6,24,4
"24144",5,1,63,0,11,8,24,4
"24145",24,1,9,6,10,30,24,4
"24146",1,1,33,4,10,30,24,4
"24147",1,1,31,0,8,29,24,4
"24148",3,0,10,2,16,30,24,4
"24149",1,1,14,3,12,30,24,4
"24150",5,1,7,5,20,30,24,4
"24151",2,1,34,3,13,4,24,4
"24152",2,1,35,0,12,13,24,4
"24153",1,0,4,4,11,30,24,4
"24154",3,1,14,0,16,3,24,4
"24155",1,1,8,0,11,30,24,4
"24156",1,1,23,0,15,30,24,4
"24157",7,1,45,0,15,1,24,4
"24158",4,1,44,3,15,9,24,4
"24159",1,0,5,2,14,4,24,4
"24160",3,1,21,1,17,2,24,4
"24161",1,1,6,6,15,30,24,4
"24162",7,0,8,4,16,30,24,4
"24163",12,1,17,0,10,19,24,4
"24164",2,1,4,3,15,11,24,4
"24165",1,1,7,2,22,14,24,4
"24166",1,1,7,0,13,30,24,4
"24167",5,0,18,6,18,19,24,4
"24168",1,1,10,3,17,30,24,4
"24169",2,1,12,1,15,14,24,4
"24170",8,0,5,2,18,30,24,4
"24171",15,0,6,4,4,30,24,4
"24172",23,1,14,0,15,18,24,4
"24173",1,1,26,2,17,8,24,4
"24174",12,1,4,2,11,21,24,4
"24175",5,0,19,0,15,30,24,4
"24176",4,1,4,5,18,30,24,4
"24177",1,1,19,0,19,14,24,4
"24178",8,1,12,0,15,30,24,4
"24179",7,1,37,2,17,3,24,4
"24180",4,1,6,3,11,30,24,4
"24181",1,1,4,0,16,12,24,4
"24182",1,1,38,0,9,21,24,4
"24183",4,0,7,4,10,14,24,4
"24184",1,1,28,0,14,11,24,4
"24185",1,1,39,6,10,6,24,4
"24186",1,1,49,1,7,30,24,4
"24187",9,0,7,6,14,12,24,4
"24188",4,1,5,4,22,20,24,4
"24189",18,1,4,5,18,30,24,4
"24190",4,1,55,6,16,7,24,4
"24191",17,1,31,6,8,10,24,4
"24192",3,1,9,0,13,30,24,4
"24193",2,1,23,5,9,30,24,4
"24194",1,1,5,0,13,30,24,4
"24195",4,1,28,5,17,10,24,4
"24196",8,1,4,0,19,13,24,4
"24197",1,1,23,6,11,30,24,4
"24198",20,1,43,3,9,7,24,4
"24199",2,1,21,5,17,30,24,4
"24200",10,1,14,6,16,30,24,4
"24201",2,1,14,0,9,6,24,4
"24202",2,1,73,3,13,7,24,4
"24203",4,1,14,1,10,30,24,4
"24204",14,1,5,6,10,30,24,4
"24205",4,0,9,4,14,17,24,4
"24206",15,1,9,6,8,25,24,4
"24207",6,1,5,0,20,7,24,4
"24208",14,0,5,1,11,4,24,4
"24209",1,1,11,4,10,22,24,4
"24210",3,1,30,3,14,5,24,4
"24211",5,1,8,0,9,7,24,4
"24212",9,0,4,1,12,25,24,4
"24213",1,0,4,6,10,30,24,4
"24214",8,1,11,2,6,8,24,4
"24215",7,1,34,2,13,5,24,4
"24216",10,1,9,5,15,6,24,4
"24217",11,1,5,3,8,11,24,4
"24218",4,1,7,4,8,8,24,4
"24219",1,1,9,1,10,7,24,4
"24220",1,1,5,0,9,30,24,4
"24221",1,1,22,1,23,28,24,4
"24222",1,1,38,6,8,20,24,4
"24223",6,1,8,4,15,17,24,4
"24224",3,0,5,1,9,30,24,4
"24225",6,1,24,4,18,2,24,4
"24226",9,1,4,6,14,30,24,4
"24227",4,1,9,0,1,7,24,4
"24228",6,1,6,2,11,30,24,4
"24229",6,1,4,0,17,6,24,4
"24230",1,1,6,1,16,30,24,4
"24231",3,1,19,1,16,10,24,4
"24232",10,1,60,0,20,3,24,4
"24233",4,1,6,4,13,30,24,4
"24234",2,1,14,6,20,30,24,4
"24235",1,0,4,4,7,30,24,4
"24236",1,1,27,3,13,10,24,4
"24237",1,1,8,1,20,15,24,4
"24238",4,0,4,0,14,30,24,4
"24239",5,1,40,4,11,6,24,4
"24240",3,1,4,5,14,17,24,4
"24241",4,1,6,3,12,13,24,4
"24242",1,1,40,3,8,9,24,4
"24243",1,1,81,2,8,5,24,4
"24244",1,1,5,3,14,8,24,4
"24245",6,1,57,0,13,7,24,4
"24246",2,1,5,1,16,30,24,4
"24247",3,0,5,1,8,11,24,4
"24248",1,1,13,1,20,13,24,4
"24249",1,1,42,0,11,7,24,4
"24250",4,1,23,0,12,8,24,4
"24251",3,1,27,5,15,6,24,4
"24252",2,1,6,0,17,30,24,4
"24253",12,1,12,2,16,30,24,4
"24254",5,1,28,0,9,28,24,4
"24255",3,1,37,6,17,6,24,4
"24256",19,0,4,0,17,16,24,4
"24257",2,1,4,2,8,15,24,4
"24258",4,1,4,0,12,30,24,4
"24259",1,1,6,2,23,27,24,4
"24260",2,1,16,1,18,13,24,4
"24261",1,1,20,1,8,10,24,4
"24262",2,1,12,4,8,22,24,4
"24263",2,1,8,6,14,19,24,4
"24264",3,1,12,2,16,21,24,4
"24265",1,1,7,3,11,12,24,4
"24266",11,1,12,1,18,30,24,4
"24267",3,1,19,2,11,15,24,4
"24268",2,0,6,6,13,30,24,4
"24269",5,1,9,0,10,15,24,4
"24270",1,1,8,0,17,6,24,4
"24271",3,1,11,1,16,7,24,4
"24272",3,1,5,3,13,30,24,4
"24273",4,1,100,4,21,2,24,4
"24274",2,1,27,0,12,11,24,4
"24275",11,1,16,0,0,10,24,4
"24276",2,1,26,5,23,5,24,4
"24277",1,1,5,3,10,29,24,4
"24278",9,1,11,5,19,4,24,4
"24279",1,1,4,2,18,6,24,4
"24280",2,0,11,0,12,30,24,4
"24281",3,1,37,1,22,1,24,4
"24282",7,1,9,1,14,12,24,4
"24283",2,1,16,0,17,26,24,4
"24284",1,1,11,3,14,10,24,4
"24285",5,1,6,1,14,30,24,4
"24286",23,1,30,5,21,0,24,4
"24287",9,0,4,1,14,9,24,4
"24288",12,1,27,3,9,5,24,4
"24289",1,1,12,0,16,13,24,4
"24290",3,1,4,1,9,2,24,4
"24291",9,1,8,4,10,15,24,4
"24292",4,1,16,6,12,30,24,4
"24293",5,1,13,5,12,12,24,4
"24294",3,1,33,6,15,17,24,4
"24295",1,1,13,2,16,14,24,4
"24296",1,1,5,0,15,10,24,4
"24297",5,1,22,5,14,19,24,4
"24298",10,1,35,1,21,3,24,4
"24299",13,0,7,6,19,7,24,4
"24300",3,1,5,6,9,23,24,4
"24301",6,1,4,0,12,15,24,4
"24302",1,1,25,4,17,12,24,4
"24303",2,1,68,5,18,7,24,4
"24304",4,1,13,2,16,26,24,4
"24305",2,1,40,0,23,30,24,4
"24306",1,1,7,2,16,30,24,4
"24307",3,1,5,3,17,12,24,4
"24308",5,0,6,0,17,30,24,4
"24309",2,1,30,3,14,30,24,4
"24310",7,1,70,5,9,2,24,4
"24311",1,1,19,5,9,30,24,4
"24312",2,1,6,6,12,4,24,4
"24313",7,1,35,6,10,5,24,4
"24314",6,1,4,6,8,30,24,4
"24315",10,1,5,0,15,8,24,4
"24316",27,0,18,5,10,30,24,4
"24317",1,1,9,0,20,27,24,4
"24318",21,1,5,6,18,6,24,4
"24319",9,1,44,2,13,5,24,4
"24320",4,0,4,0,12,21,24,4
"24321",5,1,51,5,15,4,24,4
"24322",12,1,22,6,18,24,24,4
"24323",2,1,19,6,13,14,24,4
"24324",6,0,4,4,10,9,24,4
"24325",1,1,7,4,8,30,24,4
"24326",12,1,11,4,21,19,24,4
"24327",3,1,16,1,12,30,24,4
"24328",8,1,5,3,18,13,24,4
"24329",7,1,25,5,8,30,24,4
"24330",6,0,16,5,7,8,24,4
"24331",1,0,14,4,9,6,24,4
"24332",5,1,32,1,9,17,24,4
"24333",6,1,9,2,0,15,24,4
"24334",2,1,65,4,12,9,24,4
"24335",2,1,21,1,9,21,24,4
"24336",4,1,17,0,13,21,24,4
"24337",25,1,10,1,10,30,24,4
"24338",4,1,9,3,8,30,24,4
"24339",1,1,40,2,13,3,24,4
"24340",2,1,55,0,21,12,24,4
"24341",3,1,19,5,8,30,24,4
"24342",15,1,13,6,9,7,24,4
"24343",3,1,41,1,17,8,24,4
"24344",5,1,4,0,15,30,24,4
"24345",1,1,18,6,7,15,24,4
"24346",2,1,38,6,15,2,24,4
"24347",3,1,22,1,7,6,24,4
"24348",7,1,14,0,12,12,24,4
"24349",1,1,4,6,16,8,24,4
"24350",7,1,11,3,13,6,24,4
"24351",3,1,21,2,11,14,24,4
"24352",7,1,35,0,15,30,24,4
"24353",3,1,11,0,13,20,24,4
"24354",4,1,74,4,17,11,24,4
"24355",19,1,27,4,22,7,24,4
"24356",1,1,5,5,8,12,24,4
"24357",1,1,4,2,15,30,24,4
"24358",9,0,6,5,16,13,24,4
"24359",2,1,7,6,23,30,24,4
"24360",4,1,8,0,14,22,24,4
"24361",1,1,7,0,10,7,24,4
"24362",6,1,9,0,16,30,24,4
"24363",2,1,5,0,18,30,24,4
"24364",2,1,59,5,18,1,24,4
"24365",7,1,13,1,8,10,24,4
"24366",1,1,6,1,10,9,24,4
"24367",6,1,13,1,10,30,24,4
"24368",12,1,85,0,16,2,24,4
"24369",3,1,15,2,20,30,24,4
"24370",1,1,17,2,10,16,24,4
"24371",1,1,40,0,9,5,24,4
"24372",2,1,21,3,5,19,24,4
"24373",3,1,4,4,15,30,24,4
"24374",7,1,83,0,10,4,24,4
"24375",14,1,5,5,15,0,24,4
"24376",4,1,7,0,12,6,24,4
"24377",2,1,20,2,9,5,24,4
"24378",3,1,18,4,23,6,24,4
"24379",1,1,16,4,21,26,24,4
"24380",7,1,8,3,13,30,24,4
"24381",8,1,17,4,11,30,24,4
"24382",9,1,5,0,23,20,24,4
"24383",5,1,4,4,17,30,24,4
"24384",1,1,11,0,15,14,24,4
"24385",1,1,17,1,13,25,24,4
"24386",1,1,13,6,12,7,24,4
"24387",2,1,6,4,14,11,24,4
"24388",9,1,6,4,22,30,24,4
"24389",4,0,27,6,9,16,24,4
"24390",4,1,34,2,13,6,24,4
"24391",11,0,4,5,11,30,24,4
"24392",3,1,14,0,14,7,24,4
"24393",4,1,5,3,22,8,24,4
"24394",2,1,8,0,15,3,24,4
"24395",1,1,16,0,10,5,24,4
"24396",3,1,5,1,9,8,24,4
"24397",3,1,67,6,20,3,24,4
"24398",1,0,10,1,19,30,24,4
"24399",4,1,12,5,16,30,24,4
"24400",4,1,9,6,16,30,24,4
"24401",10,1,19,2,0,2,24,4
"24402",2,1,61,5,9,7,24,4
"24403",7,1,32,2,10,7,24,4
"24404",1,1,5,1,12,20,24,4
"24405",2,1,36,0,19,7,24,4
"24406",27,0,12,4,13,30,24,4
"24407",1,1,13,5,19,12,24,4
"24408",3,0,5,5,14,12,24,4
"24409",4,0,5,4,19,25,24,4
"24410",13,1,30,0,16,9,24,4
"24411",12,0,4,1,13,30,24,4
"24412",2,1,8,3,7,30,24,4
"24413",4,1,10,6,12,17,24,4
"24414",4,1,57,4,10,14,24,4
"24415",34,1,24,1,10,22,24,4
"24416",9,1,9,5,20,21,24,4
"24417",5,1,15,1,19,23,24,4
"24418",2,1,21,4,11,21,24,4
"24419",1,1,7,0,11,30,24,4
"24420",1,1,41,4,17,6,24,4
"24421",5,0,6,0,10,18,24,4
"24422",9,1,34,0,12,21,24,4
"24423",3,1,22,1,15,7,24,4
"24424",7,1,9,0,13,22,24,4
"24425",1,1,11,0,14,0,24,4
"24426",9,0,7,3,14,30,24,4
"24427",7,0,4,5,16,30,24,4
"24428",3,1,6,2,15,8,24,4
"24429",2,0,15,2,10,24,24,4
"24430",1,1,32,2,17,15,24,4
"24431",1,1,5,3,9,30,24,4
"24432",1,1,59,0,17,13,24,4
"24433",5,1,69,1,14,26,24,4
"24434",10,1,33,0,14,30,24,4
"24435",3,1,54,6,11,2,24,4
"24436",2,1,6,1,10,4,24,4
"24437",23,1,51,6,8,8,24,4
"24438",1,1,5,4,6,30,24,4
"24439",2,1,22,4,9,30,24,4
"24440",3,1,7,3,16,30,24,4
"24441",8,1,5,0,15,30,24,4
"24442",1,1,11,4,8,2,24,4
"24443",5,1,5,1,14,6,24,4
"24444",2,1,5,4,13,30,24,4
"24445",3,0,80,5,9,1,24,4
"24446",6,1,20,0,7,15,24,4
"24447",8,1,4,5,18,30,24,4
"24448",3,0,5,1,16,30,24,4
"24449",2,1,38,2,20,0,24,4
"24450",19,0,4,3,12,8,24,4
"24451",5,1,43,0,20,6,24,4
"24452",1,1,19,0,13,7,24,4
"24453",2,1,6,2,12,30,24,4
"24454",6,1,30,0,12,7,24,4
"24455",6,1,4,0,19,10,24,4
"24456",2,1,4,1,14,30,24,4
"24457",4,1,13,4,14,11,24,4
"24458",2,0,13,1,18,4,24,4
"24459",3,1,22,3,9,6,24,4
"24460",11,0,9,3,20,30,24,4
"24461",3,1,6,3,15,30,24,4
"24462",3,1,18,1,12,30,24,4
"24463",6,1,41,6,20,8,24,4
"24464",1,1,56,4,11,0,24,4
"24465",24,1,12,4,8,6,24,4
"24466",1,1,7,4,14,6,24,4
"24467",8,1,15,3,10,8,24,4
"24468",5,1,6,4,14,29,24,4
"24469",3,1,30,0,12,3,24,4
"24470",8,1,100,5,10,0,24,4
"24471",3,0,9,1,11,30,24,4
"24472",23,1,41,2,18,8,24,4
"24473",5,1,6,6,19,30,24,4
"24474",1,0,4,6,16,30,24,4
"24475",4,0,6,3,10,20,24,4
"24476",4,1,11,4,12,28,24,4
"24477",3,1,100,4,17,3,24,4
"24478",3,1,72,0,17,5,24,4
"24479",3,1,8,6,22,4,24,4
"24480",1,1,8,6,8,9,24,4
"24481",1,1,23,2,12,8,24,4
"24482",1,1,10,2,22,5,24,4
"24483",2,1,22,5,13,13,24,4
"24484",1,1,13,4,15,4,24,4
"24485",9,1,10,4,21,30,24,4
"24486",22,1,12,1,16,18,24,4
"24487",7,1,4,2,16,30,24,4
"24488",1,1,18,5,17,5,24,4
"24489",1,1,19,6,16,13,24,4
"24490",7,0,4,6,10,14,24,4
"24491",3,0,4,6,10,2,24,4
"24492",2,1,4,1,20,28,24,4
"24493",1,1,20,0,19,7,24,4
"24494",1,1,4,0,18,30,24,4
"24495",1,1,5,0,13,9,24,4
"24496",2,1,77,0,15,30,24,4
"24497",7,1,12,1,16,20,24,4
"24498",2,1,34,2,20,25,24,4
"24499",1,1,13,1,20,7,24,4
"24500",1,1,10,4,18,10,24,4
"24501",6,1,14,2,15,0,24,4
"24502",3,1,29,0,20,5,24,4
"24503",11,1,4,5,16,30,24,4
"24504",1,1,22,1,9,21,24,4
"24505",1,1,8,6,14,5,24,4
"24506",7,1,13,0,13,10,24,4
"24507",3,1,8,1,17,30,24,4
"24508",1,1,7,4,16,30,24,4
"24509",2,1,21,0,16,30,24,4
"24510",2,1,9,3,14,11,24,4
"24511",3,1,6,1,15,11,24,4
"24512",2,0,5,2,7,30,24,4
"24513",1,1,20,1,13,1,24,4
"24514",4,1,10,5,14,30,24,4
"24515",2,1,4,3,0,30,24,4
"24516",4,1,46,0,12,8,24,4
"24517",1,0,5,4,12,30,24,4
"24518",6,0,8,6,11,30,24,4
